"stationName","basin","waterLevel","datetime_UTC","localDateTime","unit","warningLevel","dangerLevel","longitude","latitude"
"Arun River at Simle","Koshi","2.72","2019-06-09 12:15:00","2019-06-09 18:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.68","2019-06-09 12:35:00","2019-06-09 18:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.65","2019-06-09 12:55:00","2019-06-09 18:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.68","2019-06-09 13:05:00","2019-06-09 18:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.65","2019-06-09 13:25:00","2019-06-09 19:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.62","2019-06-09 13:45:00","2019-06-09 19:30:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.61","2019-06-09 14:05:00","2019-06-09 19:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.59","2019-06-09 14:25:00","2019-06-09 20:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.57","2019-06-09 14:45:00","2019-06-09 20:30:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.55","2019-06-09 15:05:00","2019-06-09 20:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.56","2019-06-09 15:25:00","2019-06-09 21:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.55","2019-06-09 15:45:00","2019-06-09 21:30:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.55","2019-06-09 15:55:00","2019-06-09 21:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.53","2019-06-09 16:15:00","2019-06-09 22:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.53","2019-06-09 16:15:00","2019-06-09 22:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.54","2019-06-09 16:35:00","2019-06-09 22:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.52","2019-06-09 17:15:00","2019-06-09 23:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.52","2019-06-09 17:45:00","2019-06-09 23:30:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.54","2019-06-09 17:55:00","2019-06-09 23:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.63","2019-06-09 18:25:00","2019-06-10 00:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.70","2019-06-09 18:45:00","2019-06-10 00:30:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.70","2019-06-09 18:45:00","2019-06-10 00:30:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.81","2019-06-09 19:05:00","2019-06-10 00:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.91","2019-06-09 19:25:00","2019-06-10 01:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.96","2019-06-09 19:35:00","2019-06-10 01:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.96","2019-06-09 19:35:00","2019-06-10 01:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","3.09","2019-06-09 19:55:00","2019-06-10 01:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","3.09","2019-06-09 19:55:00","2019-06-10 01:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","3.35","2019-06-09 20:25:00","2019-06-10 02:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","3.47","2019-06-09 20:45:00","2019-06-10 02:30:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","3.52","2019-06-09 20:55:00","2019-06-10 02:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","3.54","2019-06-09 21:15:00","2019-06-10 03:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","3.55","2019-06-09 21:35:00","2019-06-10 03:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","3.49","2019-06-09 21:55:00","2019-06-10 03:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","3.43","2019-06-09 22:25:00","2019-06-10 04:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","3.35","2019-06-09 22:35:00","2019-06-10 04:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","3.32","2019-06-09 22:55:00","2019-06-10 04:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","3.32","2019-06-09 22:55:00","2019-06-10 04:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","3.24","2019-06-09 23:25:00","2019-06-10 05:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","3.24","2019-06-09 23:25:00","2019-06-10 05:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","3.22","2019-06-09 23:35:00","2019-06-10 05:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","3.16","2019-06-09 23:55:00","2019-06-10 05:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","3.12","2019-06-10 00:15:00","2019-06-10 06:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","3.08","2019-06-10 00:45:00","2019-06-10 06:30:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","3.06","2019-06-10 00:55:00","2019-06-10 06:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","3.06","2019-06-10 01:15:00","2019-06-10 07:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","3.04","2019-06-10 01:25:00","2019-06-10 07:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.99","2019-06-10 01:45:00","2019-06-10 07:30:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","3.00","2019-06-10 01:55:00","2019-06-10 07:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","3.00","2019-06-10 02:05:00","2019-06-10 07:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.99","2019-06-10 02:25:00","2019-06-10 08:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.97","2019-06-10 02:45:00","2019-06-10 08:30:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.93","2019-06-10 02:55:00","2019-06-10 08:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.93","2019-06-10 02:55:00","2019-06-10 08:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.96","2019-06-10 03:05:00","2019-06-10 08:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.93","2019-06-10 03:25:00","2019-06-10 09:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.90","2019-06-10 03:45:00","2019-06-10 09:30:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.90","2019-06-10 03:55:00","2019-06-10 09:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.89","2019-06-10 04:05:00","2019-06-10 09:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.89","2019-06-10 04:25:00","2019-06-10 10:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.85","2019-06-10 04:55:00","2019-06-10 10:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.84","2019-06-10 05:15:00","2019-06-10 11:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.85","2019-06-10 05:25:00","2019-06-10 11:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.85","2019-06-10 05:25:00","2019-06-10 11:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.84","2019-06-10 05:55:00","2019-06-10 11:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.81","2019-06-10 06:25:00","2019-06-10 12:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.78","2019-06-10 06:45:00","2019-06-10 12:30:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.77","2019-06-10 06:55:00","2019-06-10 12:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.77","2019-06-10 06:55:00","2019-06-10 12:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.80","2019-06-10 07:25:00","2019-06-10 13:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.77","2019-06-10 07:35:00","2019-06-10 13:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.76","2019-06-10 07:55:00","2019-06-10 13:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.74","2019-06-10 08:15:00","2019-06-10 14:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.74","2019-06-10 08:25:00","2019-06-10 14:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.73","2019-06-10 08:55:00","2019-06-10 14:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.70","2019-06-10 09:05:00","2019-06-10 14:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.71","2019-06-10 09:25:00","2019-06-10 15:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.70","2019-06-10 09:35:00","2019-06-10 15:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.70","2019-06-10 09:55:00","2019-06-10 15:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.72","2019-06-10 10:05:00","2019-06-10 15:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.67","2019-06-10 10:25:00","2019-06-10 16:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.67","2019-06-10 10:35:00","2019-06-10 16:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.67","2019-06-10 10:55:00","2019-06-10 16:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.63","2019-06-10 11:15:00","2019-06-10 17:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.65","2019-06-10 11:25:00","2019-06-10 17:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.62","2019-06-10 11:35:00","2019-06-10 17:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.63","2019-06-10 11:55:00","2019-06-10 17:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.60","2019-06-10 12:05:00","2019-06-10 17:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.61","2019-06-10 12:25:00","2019-06-10 18:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.61","2019-06-10 12:25:00","2019-06-10 18:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.60","2019-06-10 12:55:00","2019-06-10 18:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.57","2019-06-10 13:15:00","2019-06-10 19:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.58","2019-06-10 13:25:00","2019-06-10 19:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.56","2019-06-10 13:45:00","2019-06-10 19:30:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.56","2019-06-10 14:05:00","2019-06-10 19:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.56","2019-06-10 14:35:00","2019-06-10 20:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.54","2019-06-10 14:55:00","2019-06-10 20:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.54","2019-06-10 15:15:00","2019-06-10 21:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.52","2019-06-10 15:25:00","2019-06-10 21:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.52","2019-06-10 15:25:00","2019-06-10 21:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.52","2019-06-10 15:55:00","2019-06-10 21:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.52","2019-06-10 15:55:00","2019-06-10 21:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.54","2019-06-10 16:05:00","2019-06-10 21:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.54","2019-06-10 16:05:00","2019-06-10 21:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.50","2019-06-10 16:45:00","2019-06-10 22:30:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.49","2019-06-10 17:05:00","2019-06-10 22:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.48","2019-06-10 17:35:00","2019-06-10 23:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.50","2019-06-10 17:55:00","2019-06-10 23:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.52","2019-06-10 18:15:00","2019-06-11 00:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.49","2019-06-10 18:35:00","2019-06-11 00:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.52","2019-06-10 18:55:00","2019-06-11 00:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.51","2019-06-10 19:05:00","2019-06-11 00:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.51","2019-06-10 19:35:00","2019-06-11 01:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.50","2019-06-10 19:55:00","2019-06-11 01:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.53","2019-06-10 20:15:00","2019-06-11 02:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.54","2019-06-10 20:25:00","2019-06-11 02:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.59","2019-06-10 20:45:00","2019-06-11 02:30:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.63","2019-06-10 21:15:00","2019-06-11 03:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.64","2019-06-10 21:25:00","2019-06-11 03:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.64","2019-06-10 21:25:00","2019-06-11 03:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.70","2019-06-10 21:55:00","2019-06-11 03:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.70","2019-06-10 21:55:00","2019-06-11 03:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.74","2019-06-10 22:15:00","2019-06-11 04:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.75","2019-06-10 22:35:00","2019-06-11 04:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.76","2019-06-10 22:45:00","2019-06-11 04:30:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.76","2019-06-10 23:05:00","2019-06-11 04:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.74","2019-06-10 23:25:00","2019-06-11 05:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.74","2019-06-10 23:55:00","2019-06-11 05:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.74","2019-06-10 23:55:00","2019-06-11 05:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.77","2019-06-11 00:05:00","2019-06-11 05:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.77","2019-06-11 00:25:00","2019-06-11 06:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.76","2019-06-11 00:45:00","2019-06-11 06:30:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.76","2019-06-11 01:05:00","2019-06-11 06:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.75","2019-06-11 01:25:00","2019-06-11 07:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.78","2019-06-11 01:35:00","2019-06-11 07:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.74","2019-06-11 01:55:00","2019-06-11 07:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.75","2019-06-11 02:05:00","2019-06-11 07:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.77","2019-06-11 02:25:00","2019-06-11 08:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.74","2019-06-11 02:55:00","2019-06-11 08:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.72","2019-06-11 03:05:00","2019-06-11 08:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.74","2019-06-11 03:15:00","2019-06-11 09:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.71","2019-06-11 03:35:00","2019-06-11 09:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.73","2019-06-11 03:55:00","2019-06-11 09:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.73","2019-06-11 04:05:00","2019-06-11 09:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.71","2019-06-11 04:25:00","2019-06-11 10:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.69","2019-06-11 04:35:00","2019-06-11 10:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.71","2019-06-11 04:45:00","2019-06-11 10:30:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.71","2019-06-11 04:45:00","2019-06-11 10:30:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.70","2019-06-11 05:25:00","2019-06-11 11:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.71","2019-06-11 05:35:00","2019-06-11 11:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.71","2019-06-11 05:35:00","2019-06-11 11:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.69","2019-06-11 05:45:00","2019-06-11 11:30:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.69","2019-06-11 06:05:00","2019-06-11 11:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.69","2019-06-11 06:15:00","2019-06-11 12:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.68","2019-06-11 06:45:00","2019-06-11 12:30:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.65","2019-06-11 07:25:00","2019-06-11 13:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.66","2019-06-11 07:35:00","2019-06-11 13:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.64","2019-06-11 07:55:00","2019-06-11 13:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.63","2019-06-11 08:05:00","2019-06-11 13:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.63","2019-06-11 08:25:00","2019-06-11 14:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.63","2019-06-11 08:35:00","2019-06-11 14:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.63","2019-06-11 08:35:00","2019-06-11 14:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.62","2019-06-11 08:55:00","2019-06-11 14:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.62","2019-06-11 09:05:00","2019-06-11 14:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.61","2019-06-11 09:25:00","2019-06-11 15:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.60","2019-06-11 09:35:00","2019-06-11 15:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.60","2019-06-11 09:35:00","2019-06-11 15:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.63","2019-06-11 09:45:00","2019-06-11 15:30:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.58","2019-06-11 10:15:00","2019-06-11 16:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.58","2019-06-11 10:35:00","2019-06-11 16:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.55","2019-06-11 11:05:00","2019-06-11 16:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.58","2019-06-11 11:15:00","2019-06-11 17:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.54","2019-06-11 11:35:00","2019-06-11 17:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.53","2019-06-11 11:55:00","2019-06-11 17:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.53","2019-06-11 12:05:00","2019-06-11 17:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.52","2019-06-11 12:15:00","2019-06-11 18:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.51","2019-06-11 12:35:00","2019-06-11 18:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.51","2019-06-11 12:35:00","2019-06-11 18:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.51","2019-06-11 12:55:00","2019-06-11 18:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.48","2019-06-11 13:05:00","2019-06-11 18:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.48","2019-06-11 13:05:00","2019-06-11 18:50:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.47","2019-06-11 13:25:00","2019-06-11 19:10:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.49","2019-06-11 13:35:00","2019-06-11 19:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.49","2019-06-11 13:35:00","2019-06-11 19:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.46","2019-06-11 13:55:00","2019-06-11 19:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.46","2019-06-11 14:15:00","2019-06-11 20:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.46","2019-06-11 14:15:00","2019-06-11 20:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.44","2019-06-11 14:35:00","2019-06-11 20:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.44","2019-06-11 14:35:00","2019-06-11 20:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.45","2019-06-11 14:55:00","2019-06-11 20:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.43","2019-06-11 15:15:00","2019-06-11 21:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.43","2019-06-11 15:35:00","2019-06-11 21:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.44","2019-06-11 15:55:00","2019-06-11 21:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.42","2019-06-11 16:15:00","2019-06-11 22:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.44","2019-06-11 16:35:00","2019-06-11 22:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.44","2019-06-11 16:35:00","2019-06-11 22:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.41","2019-06-11 16:55:00","2019-06-11 22:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.41","2019-06-11 16:55:00","2019-06-11 22:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.42","2019-06-11 17:15:00","2019-06-11 23:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.42","2019-06-11 17:35:00","2019-06-11 23:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.39","2019-06-11 17:55:00","2019-06-11 23:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.39","2019-06-11 18:15:00","2019-06-12 00:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.39","2019-06-11 18:35:00","2019-06-12 00:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.39","2019-06-11 18:35:00","2019-06-12 00:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.38","2019-06-11 18:55:00","2019-06-12 00:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.38","2019-06-11 19:15:00","2019-06-12 01:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.37","2019-06-11 19:35:00","2019-06-12 01:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.37","2019-06-11 19:35:00","2019-06-12 01:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.38","2019-06-11 19:55:00","2019-06-12 01:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.38","2019-06-11 19:55:00","2019-06-12 01:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.38","2019-06-11 20:15:00","2019-06-12 02:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.38","2019-06-11 20:15:00","2019-06-12 02:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.38","2019-06-11 20:35:00","2019-06-12 02:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.38","2019-06-11 20:35:00","2019-06-12 02:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.38","2019-06-11 20:55:00","2019-06-12 02:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.38","2019-06-11 21:15:00","2019-06-12 03:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.36","2019-06-11 21:35:00","2019-06-12 03:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.38","2019-06-11 21:55:00","2019-06-12 03:40:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.37","2019-06-11 22:15:00","2019-06-12 04:00:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.37","2019-06-11 22:35:00","2019-06-12 04:20:00","m",10,11,"26.9233","87.1552"
"Arun River at Simle","Koshi","2.39","2019-06-11 22:55:00","2019-06-12 04:40:00","m",10,11,"26.9233","87.1552"
